Time,User full name,Affected user,Event context,Component,Event name,Description,Origin,IP address
"3/12/25, 08:12:42",User_4283bbe3,User_8c7a81e8,Assignment: Lab 07 - Responsive Design & Branding,Assignment,The submission has been graded.,The user with id '261' has graded the submission '11366' for the user with id '142' for the assignment with course module id '2864'.,web,123.243.46.2
"3/12/25, 08:12:42",User_a9d623bd,User_8c7a81e8,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '42501' for the user with id '142' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 08:12:42",User_a9d623bd,User_8c7a81e8,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '42505' for the user with id '142' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 08:12:42",User_4283bbe3,User_8c7a81e8,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '261' updated the grade with id '43798' for the user with id '142' for the grade item with id '1351'.,web,123.243.46.2
"3/12/25, 08:12:42",User_4283bbe3,User_8c7a81e8,Assignment: Lab 07 - Responsive Design & Branding,System,Course activity completion updated,The user with id '261' updated the completion state for the course module with id '2864' for the user with id '142'.,web,123.243.46.2
"3/12/25, 08:12:42",User_4283bbe3,User_1cc393df,Assignment: Lab 07 - Responsive Design & Branding,Assignment,The submission has been graded.,The user with id '261' has graded the submission '11347' for the user with id '138' for the assignment with course module id '2864'.,web,123.243.46.2
"3/12/25, 08:12:42",User_a9d623bd,User_1cc393df,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '42525' for the user with id '138' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 08:12:42",User_a9d623bd,User_1cc393df,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '42529' for the user with id '138' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 08:12:42",User_4283bbe3,User_1cc393df,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '261' updated the grade with id '43795' for the user with id '138' for the grade item with id '1351'.,web,123.243.46.2
"3/12/25, 08:12:41",User_4283bbe3,User_1cc393df,Assignment: Lab 07 - Responsive Design & Branding,System,Course activity completion updated,The user with id '261' updated the completion state for the course module with id '2864' for the user with id '138'.,web,123.243.46.2
"3/12/25, 08:12:41",User_4283bbe3,User_bc909ddc,Assignment: Lab 07 - Responsive Design & Branding,Assignment,The submission has been graded.,The user with id '261' has graded the submission '11371' for the user with id '124' for the assignment with course module id '2864'.,web,123.243.46.2
"3/12/25, 08:12:41",User_a9d623bd,User_bc909ddc,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '38156' for the user with id '124' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 08:12:41",User_a9d623bd,User_bc909ddc,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '38160' for the user with id '124' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 08:12:41",User_4283bbe3,User_bc909ddc,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '261' updated the grade with id '39466' for the user with id '124' for the grade item with id '1351'.,web,123.243.46.2
"3/12/25, 08:12:41",User_4283bbe3,User_bc909ddc,Assignment: Lab 07 - Responsive Design & Branding,System,Course activity completion updated,The user with id '261' updated the completion state for the course module with id '2864' for the user with id '124'.,web,123.243.46.2
"3/12/25, 08:12:41",User_4283bbe3,User_25b5f8ea,Assignment: Lab 07 - Responsive Design & Branding,Assignment,The submission has been graded.,The user with id '261' has graded the submission '11372' for the user with id '121' for the assignment with course module id '2864'.,web,123.243.46.2
"3/12/25, 08:12:41",User_a9d623bd,User_25b5f8ea,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40417' for the user with id '121' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 08:12:41",User_a9d623bd,User_25b5f8ea,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40421' for the user with id '121' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 08:12:41",User_4283bbe3,User_25b5f8ea,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '261' updated the grade with id '42230' for the user with id '121' for the grade item with id '1351'.,web,123.243.46.2
"3/12/25, 08:12:41",User_4283bbe3,User_25b5f8ea,Assignment: Lab 07 - Responsive Design & Branding,System,Course activity completion updated,The user with id '261' updated the completion state for the course module with id '2864' for the user with id '121'.,web,123.243.46.2
"3/12/25, 08:12:41",User_4283bbe3,User_a9d623bd,Assignment: Lab 07 - Responsive Design & Branding,Assignment,Course module viewed,The user with id '261' viewed the 'assign' activity with course module id '2864'.,web,123.243.46.2
"3/12/25, 08:11:17",User_4283bbe3,User_a9d623bd,Assignment: Lab 07 - Responsive Design & Branding,Assignment,Grading table viewed,The user with id '261' viewed the grading table for the assignment with course module id '2864'.,web,123.243.46.2
"3/12/25, 08:11:16",User_4283bbe3,User_a9d623bd,Assignment: Lab 07 - Responsive Design & Branding,Assignment,Course module viewed,The user with id '261' viewed the 'assign' activity with course module id '2864'.,web,123.243.46.2
"3/12/25, 07:58:12",User_4283bbe3,User_f38e017f,Assignment: Lab 07 - Responsive Design & Branding,Assignment,Grading form viewed,The user with id '261' viewed the grading form for the user with id '283' for the assignment with course module id '2864'.,web,123.243.46.2
"3/12/25, 07:58:12",User_4283bbe3,User_a9d623bd,Assignment: Lab 07 - Responsive Design & Branding,Assignment,Course module viewed,The user with id '261' viewed the 'assign' activity with course module id '2864'.,web,123.243.46.2
"3/12/25, 07:57:33",User_4283bbe3,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,Grader report,Grader report viewed,The user with id '261' viewed the grader report in the gradebook.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_88a0bf43,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40445' for the user with id '356' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_f38e017f,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40523' for the user with id '283' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_35281072,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40484' for the user with id '244' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_3406e1fb,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '37750' for the user with id '240' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_1e42df10,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '42297' for the user with id '229' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_784fc2f0,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40459' for the user with id '228' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_508bbecf,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40410' for the user with id '219' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_fae03e7f,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40491' for the user with id '216' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_05c3ec46,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40477' for the user with id '210' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_b17d649f,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '42517' for the user with id '207' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_28a5839c,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '42541' for the user with id '204' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_4f80c74e,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '37738' for the user with id '200' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_16dbe269,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '37756' for the user with id '198' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_d2be2d85,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40424' for the user with id '193' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_260b4f71,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40530' for the user with id '192' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_d8cf2c85,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '42509' for the user with id '183' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_99428685,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '42533' for the user with id '182' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_c285a351,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '42549' for the user with id '179' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_f4080730,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '37744' for the user with id '177' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_15e2aede,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40516' for the user with id '173' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_1133c336,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40388' for the user with id '171' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_e21d36d4,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40438' for the user with id '167' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_cb5599dc,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40509' for the user with id '166' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_bd08e768,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40452' for the user with id '165' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_8c7a81e8,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '42501' for the user with id '142' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_1cc393df,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '42525' for the user with id '138' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_bc909ddc,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '38156' for the user with id '124' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_25b5f8ea,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40417' for the user with id '121' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_24c2c2ae,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40431' for the user with id '58' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_88a0bf43,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40449' for the user with id '356' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_f38e017f,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40527' for the user with id '283' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_35281072,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40488' for the user with id '244' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_3406e1fb,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '37754' for the user with id '240' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_1e42df10,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '42301' for the user with id '229' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_784fc2f0,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40463' for the user with id '228' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_508bbecf,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40414' for the user with id '219' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_fae03e7f,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40495' for the user with id '216' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_05c3ec46,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40481' for the user with id '210' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_b17d649f,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '42521' for the user with id '207' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_28a5839c,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '42545' for the user with id '204' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_4f80c74e,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '37742' for the user with id '200' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_16dbe269,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '37760' for the user with id '198' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_d2be2d85,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40428' for the user with id '193' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_260b4f71,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40534' for the user with id '192' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_d8cf2c85,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '42513' for the user with id '183' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_99428685,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '42537' for the user with id '182' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_c285a351,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '42553' for the user with id '179' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_f4080730,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '37748' for the user with id '177' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_15e2aede,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40520' for the user with id '173' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_1133c336,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40392' for the user with id '171' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_e21d36d4,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40442' for the user with id '167' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_cb5599dc,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40513' for the user with id '166' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_bd08e768,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40456' for the user with id '165' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_8c7a81e8,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '42505' for the user with id '142' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_1cc393df,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '42529' for the user with id '138' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_bc909ddc,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '38160' for the user with id '124' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_25b5f8ea,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40421' for the user with id '121' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:57:28",User_a9d623bd,User_24c2c2ae,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40435' for the user with id '58' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:57:28",User_4283bbe3,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Grade item updated,The user with id '261' updated a grade item with id '1361' of type 'category' and name '' in the course with the id '83'.,web,123.243.46.2
"3/12/25, 07:57:28",User_4283bbe3,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Grade item updated,The user with id '261' updated a grade item with id '1361' of type 'category' and name '' in the course with the id '83'.,web,123.243.46.2
"3/12/25, 07:57:28",User_4283bbe3,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Grade item updated,The user with id '261' updated a grade item with id '1361' of type 'category' and name '' in the course with the id '83'.,web,123.243.46.2
"3/12/25, 07:57:14",User_4283bbe3,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '261' viewed the course with id '83'.,web,123.243.46.2
"3/12/25, 07:56:54",User_4283bbe3,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,Grader report,Grader report viewed,The user with id '261' viewed the grader report in the gradebook.,web,123.243.46.2
"3/12/25, 07:56:50",User_4283bbe3,User_d2be2d85,Assignment: Task 5: Usability Exercise,Assignment,The submission has been graded.,The user with id '261' has graded the submission '11341' for the user with id '193' for the assignment with course module id '3400'.,web,123.243.46.2
"3/12/25, 07:56:50",User_a9d623bd,User_d2be2d85,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40424' for the user with id '193' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:56:50",User_a9d623bd,User_d2be2d85,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40428' for the user with id '193' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:56:50",User_4283bbe3,User_d2be2d85,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '261' updated the grade with id '45413' for the user with id '193' for the grade item with id '1449'.,web,123.243.46.2
"3/12/25, 07:56:50",User_4283bbe3,User_d2be2d85,Assignment: Task 5: Usability Exercise,System,Course activity completion updated,The user with id '261' updated the completion state for the course module with id '3400' for the user with id '193'.,web,123.243.46.2
"3/12/25, 07:56:50",User_4283bbe3,User_a9d623bd,Assignment: Task 5: Usability Exercise,Assignment,Course module viewed,The user with id '261' viewed the 'assign' activity with course module id '3400'.,web,123.243.46.2
"3/12/25, 07:56:33",User_4283bbe3,User_a9d623bd,Assignment: Task 5: Usability Exercise,Assignment,Grading table viewed,The user with id '261' viewed the grading table for the assignment with course module id '3400'.,web,123.243.46.2
"3/12/25, 07:56:32",User_4283bbe3,User_a9d623bd,Assignment: Task 5: Usability Exercise,Assignment,Course module viewed,The user with id '261' viewed the 'assign' activity with course module id '3400'.,web,123.243.46.2
"3/12/25, 07:56:29",User_4283bbe3,User_a9d623bd,Assignment: Task 5: Usability Exercise,Assignment,Grading table viewed,The user with id '261' viewed the grading table for the assignment with course module id '3400'.,web,123.243.46.2
"3/12/25, 07:56:28",User_4283bbe3,User_a9d623bd,Assignment: Task 5: Usability Exercise,Assignment,Course module viewed,The user with id '261' viewed the 'assign' activity with course module id '3400'.,web,123.243.46.2
"3/12/25, 07:56:06",User_4283bbe3,User_88a0bf43,Assignment: Task 5: Usability Exercise,Assignment,The submission has been graded.,The user with id '261' has graded the submission '11353' for the user with id '356' for the assignment with course module id '3400'.,web,123.243.46.2
"3/12/25, 07:56:06",User_a9d623bd,User_88a0bf43,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40445' for the user with id '356' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:56:06",User_a9d623bd,User_88a0bf43,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40449' for the user with id '356' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:56:06",User_4283bbe3,User_88a0bf43,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '261' updated the grade with id '45426' for the user with id '356' for the grade item with id '1449'.,web,123.243.46.2
"3/12/25, 07:56:06",User_4283bbe3,User_88a0bf43,Assignment: Task 5: Usability Exercise,System,Course activity completion updated,The user with id '261' updated the completion state for the course module with id '3400' for the user with id '356'.,web,123.243.46.2
"3/12/25, 07:56:06",User_4283bbe3,User_f38e017f,Assignment: Task 5: Usability Exercise,Assignment,The submission has been graded.,The user with id '261' has graded the submission '11358' for the user with id '283' for the assignment with course module id '3400'.,web,123.243.46.2
"3/12/25, 07:56:06",User_a9d623bd,User_f38e017f,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40523' for the user with id '283' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:56:06",User_a9d623bd,User_f38e017f,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40527' for the user with id '283' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:56:06",User_4283bbe3,User_f38e017f,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '261' updated the grade with id '45425' for the user with id '283' for the grade item with id '1449'.,web,123.243.46.2
"3/12/25, 07:56:06",User_4283bbe3,User_f38e017f,Assignment: Task 5: Usability Exercise,System,Course activity completion updated,The user with id '261' updated the completion state for the course module with id '3400' for the user with id '283'.,web,123.243.46.2
"3/12/25, 07:56:06",User_4283bbe3,User_784fc2f0,Assignment: Task 5: Usability Exercise,Assignment,The submission has been graded.,The user with id '261' has graded the submission '11346' for the user with id '228' for the assignment with course module id '3400'.,web,123.243.46.2
"3/12/25, 07:56:06",User_a9d623bd,User_784fc2f0,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40459' for the user with id '228' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:56:06",User_a9d623bd,User_784fc2f0,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40463' for the user with id '228' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:56:06",User_4283bbe3,User_784fc2f0,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '261' updated the grade with id '45421' for the user with id '228' for the grade item with id '1449'.,web,123.243.46.2
"3/12/25, 07:56:06",User_4283bbe3,User_784fc2f0,Assignment: Task 5: Usability Exercise,System,Course activity completion updated,The user with id '261' updated the completion state for the course module with id '3400' for the user with id '228'.,web,123.243.46.2
"3/12/25, 07:56:06",User_4283bbe3,User_fae03e7f,Assignment: Task 5: Usability Exercise,Assignment,The submission has been graded.,The user with id '261' has graded the submission '11352' for the user with id '216' for the assignment with course module id '3400'.,web,123.243.46.2
"3/12/25, 07:56:06",User_a9d623bd,User_fae03e7f,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40491' for the user with id '216' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:56:06",User_a9d623bd,User_fae03e7f,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40495' for the user with id '216' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:56:06",User_4283bbe3,User_fae03e7f,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '261' updated the grade with id '45419' for the user with id '216' for the grade item with id '1449'.,web,123.243.46.2
"3/12/25, 07:56:06",User_4283bbe3,User_fae03e7f,Assignment: Task 5: Usability Exercise,System,Course activity completion updated,The user with id '261' updated the completion state for the course module with id '3400' for the user with id '216'.,web,123.243.46.2
"3/12/25, 07:56:06",User_4283bbe3,User_05c3ec46,Assignment: Task 5: Usability Exercise,Assignment,The submission has been graded.,The user with id '261' has graded the submission '11345' for the user with id '210' for the assignment with course module id '3400'.,web,123.243.46.2
"3/12/25, 07:56:06",User_a9d623bd,User_05c3ec46,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40477' for the user with id '210' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:56:06",User_a9d623bd,User_05c3ec46,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40481' for the user with id '210' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:56:06",User_4283bbe3,User_05c3ec46,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '261' updated the grade with id '45418' for the user with id '210' for the grade item with id '1449'.,web,123.243.46.2
"3/12/25, 07:56:06",User_4283bbe3,User_05c3ec46,Assignment: Task 5: Usability Exercise,System,Course activity completion updated,The user with id '261' updated the completion state for the course module with id '3400' for the user with id '210'.,web,123.243.46.2
"3/12/25, 07:56:06",User_4283bbe3,User_b17d649f,Assignment: Task 5: Usability Exercise,Assignment,The submission has been graded.,The user with id '261' has graded the submission '11343' for the user with id '207' for the assignment with course module id '3400'.,web,123.243.46.2
"3/12/25, 07:56:06",User_a9d623bd,User_b17d649f,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '42517' for the user with id '207' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:56:06",User_a9d623bd,User_b17d649f,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '42521' for the user with id '207' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:56:06",User_4283bbe3,User_b17d649f,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '261' updated the grade with id '45417' for the user with id '207' for the grade item with id '1449'.,web,123.243.46.2
